trial_id,title,intervention_name,condition,phase,status,source_database
NCT03793439,"Tofacitinib Hypothesis-generating, Pilot Study for Corticosteroid-Dependent Sarcoidosis",Tofacitinib 5mg Oral Tablet [Xeljanz] 16 week trial; Spirometry; RNA Sequencing; Laboratory testing; Corticosteroid; Tofacitinib 5mg [Xeljanz] 1 year open-label extension,"Sarcoidosis, Pulmonary; Sarcoidosis Lung; Sarcoidosis",PHASE1,COMPLETED,ClinicalTrials.gov
NCT03903757,"Network Medicine, Epigenetics and Obesity",DNA methylome and total RNA sequencing,Obesity; Type2 Diabetes,Not specified,UNKNOWN,ClinicalTrials.gov
NCT03222531,Expanding the Pool in Orthotopic Heart Transplantation,sofosbuvir/velpatasvir,Hepatitis C; Heart Transplant; Cardiac Transplant,PHASE2,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT04150068,Study to Evaluate the Safety and Efficacy of Lenacapavir (GS-6207) in Combination With an Optimized Background Regimen (OBR) in Heavily Treatment Experienced Participants Living With HIV-1 Infection With Multidrug Resistance,Oral Lenacapavir; Oral Lenacapavir Placebo; Subcutaneous Lenacapavir; Failing ARV Regimen; Optimized Background Regimen (OBR),HIV-1-infection,"PHASE2, PHASE3",ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00318318,Beneficial Effects of Oral Premarin Estrogen Replacement Therapy Assessed by Human Genome Array,Premarin,Healthy; Estrogen Replacement Therapy,PHASE1,COMPLETED,ClinicalTrials.gov
NCT00000861,The Addition of Indinavir to Anti-HIV Treatment in HIV-Infected Patients,Indinavir sulfate,HIV Infections,NA,COMPLETED,ClinicalTrials.gov
NCT03430024,Nuclear Myosin VI - a Therapeutic Target in Breast Cancer,Association of Myosin VI with oestrogen receptor,Breast Cancer,Not specified,UNKNOWN,ClinicalTrials.gov
NCT06544005,Implication of Long Non-coding RNA HOTTIP Haplotype on Liver Cancer Metastasis,Not specified,Hepatocellular Carcinoma,Not specified,COMPLETED,ClinicalTrials.gov
NCT06744777,The Comparative Efficacy of Standard Treatment Plus Ribavirin vs Standard Treatment Alone in Preventing Clinically Significant Hemorrhage in Patients With Dengue Fever,Ribavirin; Standard Treatment,Dengue Fever; Dengue Hemorrhagic Fever; Severe Dengue,PHASE3,COMPLETED,ClinicalTrials.gov
NCT02185794,"Study to Evaluate Safety, Tolerability, Pharmacokinetics, and Antiviral Activity of Voxilaprevir in Adults With Chronic Hepatitis C Virus Infection",Voxilaprevir; Placebo to match voxilaprevir; SOF/VEL,Hepatitis C Virus Infection,PHASE1,COMPLETED,ClinicalTrials.gov
NCT03739372,Clinical Benefit of Using Molecular Profiling to Determine an Individualized Treatment Plan for Patients With High Grade Glioma,Specialized tumor board recommendation,Glioma; Glioma of Brain; Cancer; Pediatric Cancer; Pediatric Brain Tumor; Astrocytoma; Glioblastoma; Hemispheric,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT04071353,Observational Cohort Study of Clinical Outcomes After Antiviral Therapy for Chronic Hepatitis C,Interferon; ribavirin; DAAs,Chronic Hepatitis C,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00001045,Comparison of Three Anti-HIV Drug Combinations in HIV-Infected Patients With No Symptoms of the Disease,Nevirapine; Zidovudine; Didanosine,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT02828202,"Follow-up of a National Cohort of Melanoma Resectable Stage II, Stage III or IV Patients or Unresectable Primary",Biological; Tissular; Quality of life,Malignant Melanoma,Not specified,RECRUITING,ClinicalTrials.gov
NCT02613962,Proof -of -Concept Study To Stratify Targeted Therapies Adapted To Molecular Profiling,biopsy or surgical resection of tumor and blood sampling,Relapsed or Refractory Pediatric Tumor,NA,UNKNOWN,ClinicalTrials.gov
NCT03659786,Single-center Prospective Cumulus Cell Test Study,CC-Test,Pregnancy,NA,UNKNOWN,ClinicalTrials.gov
NCT00002429,Evaluation of an Anti-HIV Drug Combination That Includes a Coated Form of Didanosine (ddI EC) Compared to a Typical Anti-HIV Drug Regimen,Lamivudine/Zidovudine; Nelfinavir mesylate; Stavudine; Didanosine,HIV Infections,PHASE3,COMPLETED,ClinicalTrials.gov
NCT00350272,"Elvucitabine/Efavirenz/Tenofovir Versus Lamivudine/Efavirenz/Tenofovir in Human Immunodeficiency Virus (HIV)-1 Infected, Treatment-naive Participants",Elvucitabine; Lamivudine; Tenofovir; Efavirenz,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT06981377,PRostate Cancer Plasma Integrative Multi-modal Evaluation,"Analysis of cell free DNA, and extracellular vesicles (EVs) and EV-associated molecular components (including RNA, DNA, proteins)",Metastatic Prostate Cancer,Not specified,RECRUITING,ClinicalTrials.gov
NCT07095192,Scaling Up Point-of-Care Hepatitis C Testing and Treatment in Canada,Preimplementation of HCV Point of care testing,HCV; HEPATITIS C VIRUS CHRONIC INFECTION,Not specified,RECRUITING,ClinicalTrials.gov
NCT04432571,ADAPT for Adolescents Adolescents,SOC-REC/SOC-OIC; SOC-REC/CCT; SOC-REC/IP-NAV; E-NAV/SOC-OIC; E-NAV/CCT; E-Nav/IP-NAV,HIV/AIDS,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT05998499,HIV-Infected Latin American Asylum Seekers in Europe: Insights From the EuroLatin HIV Cohort,Description,HIV-1-infection; Sexually Transmitted Diseases,Not specified,COMPLETED,ClinicalTrials.gov
NCT05632432,Atrial Appendage Micrograft Transplants to Assist Heart Repair After Cardiac Surgery,Epicardial AAMs-patch transplantation; RNA-stabilized whole blood sampling; Plasma sampling; Transthoracic echocardiography; Late-gadolinium enhancement cardiac magnetic resonance imaging (LGE-CMRI); Symptom-scaling; 6-minute walking test (6MWT); Blood sampling (NT-proBNP); Transesophageal echocardiography; Epicardial collagen-based patch transplantation,"Ischemic Heart Disease; Ischemic Cardiomyopathy; Heart Failure, Systolic; Heart Failure NYHA Class III; Heart Failure NYHA Class II; Heart Failure NYHA Class IV; Coronary Artery Disease",NA,RECRUITING,ClinicalTrials.gov
NCT07167732,CTNNB1 Neurodevelopmental Syndrome - Natural History Study,"A General Medical and Neurological Assessment; World Health Organisation (WHO) Motor Milestones; Burke-Fahn-Marsden Dystonia Rating Scale; Spastic Paraplegia Rating Scale; 5. CTNNB1-Related Neurodevelopmental Disorder (NEDSDV) Cardiac Health Questionnaire; 10m Walk-Run Test; The Nine Hole Peg Test; The Gross Motor Function Classification System; Bayley Scales of Infant and Toddler Development-4: Fine Motor, Gross Motor, Language, and Cognitive Scales; Wechsler Non-Verbal Scale of Ability; The Vineland Adaptive Behaviour Scales - 3; Aberrant Behaviour Checklist -Community; The Modified Checklist for Autism in Toddlers; The Autism Spectrum Quotient Questionnaire -Children's Version; The Autism-Spectrum Quotient (AQ)-Adolescent Version; Continuous Movement Monitoring (Actimyo/Syde); Sleep Disturbance Scale for Children; Seizure Diary; 30min EEG Recording; PedsQL Family Impact Module; PedsQL Core Module; Blood Sample Collection; Optical Coherence Tomography; Brain MRI",CTNNB1 Neurodevelopmental Syndrome,Not specified,RECRUITING,ClinicalTrials.gov
NCT01851330,Safety and Efficacy of Ledipasvir/Sofosbuvir Fixed-Dose Combination ± Ribavirin for the Treatment of HCV (ION-3),LDV/SOF; RBV,Chronic Hepatitis C Virus,PHASE3,COMPLETED,ClinicalTrials.gov
NCT00821964,Topical Imiquimod and Abraxane in Treating Patients With Advanced Breast Cancer,imiquimod; Abraxane; laboratory biomarker analysis; RNA analysis; immunoenzyme technique,Male Breast Cancer; Recurrent Breast Cancer; Skin Metastases; Stage IV Breast Cancer,PHASE2,COMPLETED,ClinicalTrials.gov
NCT05185414,Combining Exome and Transcriptome Data to Unravel the Genetic Basis of the Lissencephalies,Venipuncture and skin biopsy for RNA extraction,Classical Lissencephalies and Subcortical Band Heterotopias,NA,UNKNOWN,ClinicalTrials.gov
NCT05360264,tailOred dRug repurposIng of dEcitabine in KRAS-dependeNt refracTory pAncreaTic cancEr,Decitabine 50 MG [Dacogen],Pancreatic Adenocarcinoma Metastatic; Pancreatic Adenocarcinoma Recurrent,PHASE2,TERMINATED,ClinicalTrials.gov
NCT02436564,In Vitro Models of Liver and Pancreatic Cancer,Organoid in vitro culture,Cholangiocarcinoma; Hepatocellular Carcinoma; Pancreatic Neoplasm,Not specified,UNKNOWN,ClinicalTrials.gov
NCT04788914,lncRNAs as a Biomarker to Assess the Therapeutic Impact of Oral Absorbent ± Probiotics in CKD Patients With PAD,Active bamboo charcoal± probiotics,CKD; PAD,NA,RECRUITING,ClinicalTrials.gov
NCT00046033,Comparing Standard-Dose Versus Adjusted-Dose Lopinavir/Ritonavir Therapy in HIV-Infected Persons With Drug Resistance,Lopinavir/ritonavir; Ritonavir; Saquinavir; Tenofovir disoproxil fumarate; Amprenavir,HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT02663752,A Phase II Pilot Study to Assess the Presence of Molecular Factors Predictive for Hematologic Response in Myelodysplastic Syndrome Patients Receiving Deferasirox Therapy.,Bone marrow aspirate; Deferasirox,Myelodysplastic Syndrome,PHASE2,TERMINATED,ClinicalTrials.gov
NCT01705704,A Retrospective Biomarker Study of Stored Samples Obtained From Patients With Chronic Hepatitis B,Not specified,"Hepatitis B, Chronic",Not specified,COMPLETED,ClinicalTrials.gov
NCT05446090,Asthma: Phenotyping Exacerbations 3,"Spirometry including peak flow; Fractional Exhaled Nitric Oxide (FeNO); Forced Oscillation Technique (FOT); Sputum Induction; Bloods; Nasal lavage; Throat swab; Nasal Brush.; Nasal absorption; Medical History, Demographic, and Concomitant Medications; Sino-nasal Outcome Test; Gastroesophageal Reflux Disease Questionnaire; Pittsburgh Vocal Cord Dysfunction Index; Nijmegen Questionnaire.; Hospital Anxiety and Depression Scale; Compliance and adherence; Acute Asthma Quality of Life Questionnaire",Asthma Attack,Not specified,UNKNOWN,ClinicalTrials.gov
NCT01714440,Genomics of Kidney Transplantation,Not specified,KidneyTransplant Recipients; Simultaneous Kidney/Pancreas Recipients; Kidney Transplant Donor,Not specified,COMPLETED,ClinicalTrials.gov
NCT01153113,Human Telomerase Reverse Transcriptase Messenger RNA (hTERT mRNA) Transfected Dendritic Cell Vaccines,hTERT mRNA DC; hTERT mRNA DC,Metastatic Prostate Cancer,"PHASE1, PHASE2",WITHDRAWN,ClinicalTrials.gov
NCT04428346,A Trial to Assess the Effect of an Intervention Integrating Contingency Management (Financial Incentives) to Enhance Hepatitis C Treatment Uptake Following Dried Blood Spot Hepatitis C RNA Testing Among People With Recent Injecting Drug Use Attending Needle and Syringe Programs,Incentive payment,"Hepatitis C, Chronic",NA,UNKNOWN,ClinicalTrials.gov
NCT06574620,Using Tumour DNA and Proteins to Better Understand How Pancreatic Cancer Responds to Treatment,Genetic testing; Optional biopsy; Tissue collection,Pancreatic Ductal Adenocarcinoma; Resectable Pancreatic Ductal Adenocarcinoma; Borderline Resectable Pancreatic Ductal Adenocarcinoma; Locally Advanced Pancreatic Ductal Adenocarcinoma,NA,RECRUITING,ClinicalTrials.gov
NCT02363946,A Study of ARC-AAT in Healthy Volunteer Subjects and Patients With Alpha-1 Antitrypsin Deficiency (AATD),ARC-AAT Injection; Placebo; Diphenhydramine,Alpha-1 Antitrypsin Deficiency,PHASE1,TERMINATED,ClinicalTrials.gov
NCT00781274,"Efficacy and Safety of MP-424, Peginterferon Alfa-2b and Ribavirin in Chronic Hepatitis C Who Have Not Achieved an Undetectable HCV RNA Level With Previous Interferon Based Therapy",MP-424; Ribavirin; Peginterferon Alfa-2b,Hepatitis C,PHASE3,COMPLETED,ClinicalTrials.gov
NCT01476410,Brentuximab Vedotin and Combination Chemotherapy in Treating Older Patients With Previously Untreated Stage II-IV Hodgkin Lymphoma,brentuximab vedotin; doxorubicin hydrochloride; vinblastine; dacarbazine; quality-of-life assessment; DNA analysis; RNA analysis; fludeoxyglucose F 18; positron emission tomography; laboratory biomarker analysis; immunohistochemistry staining method; polymorphism analysis,Adult Lymphocyte Depletion Hodgkin Lymphoma; Adult Lymphocyte Predominant Hodgkin Lymphoma; Adult Mixed Cellularity Hodgkin Lymphoma; Adult Nodular Sclerosis Hodgkin Lymphoma; Stage II Adult Hodgkin Lymphoma; Stage III Adult Hodgkin Lymphoma; Stage IV Adult Hodgkin Lymphoma,PHASE2,UNKNOWN,ClinicalTrials.gov
NCT01448876,Incubation Time and Test of Cure of Chlamydia Trachomatis,Not specified,Chlamydia Trachomatis Infection,Not specified,COMPLETED,ClinicalTrials.gov
NCT03130452,Helicobacter Pylori Eradication Study,Lansoprazole 30mg; Amoxicillin 1.0g Tab; Clarithromycin 500mg; Metronidazole 500 mg,Helicobacter Pylori Infection,PHASE4,COMPLETED,ClinicalTrials.gov
NCT02532764,Dose Escalation Study of QR-010 in Homozygous ΔF508 Cystic Fibrosis Patients,QR-010; Placebo,Cystic Fibrosis,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT01840306,Exosomal and Free Extracellular RNAs and Proteins as Predictive Biomarkers for HER2 Therapies in Breast Cancer,Biomarker Analysis,Breast Cancer; HER2 Positive Breast Cancer; HER2 Negative Breast Cancer,Not specified,COMPLETED,ClinicalTrials.gov
NCT00002371,The Safety and Effectiveness of Lamivudine Plus Stavudine or Zidovudine in HIV-Infected Patients Who Have Taken Zidovudine,Indinavir sulfate; Lamivudine; Stavudine; Zidovudine,HIV Infections,PHASE3,COMPLETED,ClinicalTrials.gov
NCT04526899,A Study to Investigate the Novel Agent BNT111 and Cemiplimab in Combination or as Single Agents in Patients With Advanced Melanoma That Has Not Responded to Other Forms of Treatment,BNT111; Cemiplimab,Melanoma Stage III; Melanoma Stage IV; Unresectable Melanoma,PHASE2,COMPLETED,ClinicalTrials.gov
NCT06551844,Adaptive Dengue Antiviral Platform Trial,Molnupiravir 400 mg; VIS513 (a monoclonal antibody),Dengue; Antiviral Drugs,PHASE2,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT04279509,Selecting Chemotherapy With High-throughput Drug Screen Assay Using Patient Derived Organoids in Patients With Refractory Solid Tumours (SCORE),Tumor Core Biopsy; Blood sampling,Organoids; HNSCC; Epithelial Ovarian Cancer; Colorectal Cancer,NA,UNKNOWN,ClinicalTrials.gov
NCT05660408,RNA Lipid Particles Targeting Pediatric Recurrent Intracranial Malignancies and Other systEmic Solid Tumors,pp65 RNA LP (DP1); pp65/tumor mRNA RNA-LP (DP2); Surgical Biopsy/Resection,Recurrent Pulmonary Osteosarcoma; Recurrent High-grade Glioma,"PHASE1, PHASE2",RECRUITING,ClinicalTrials.gov
NCT01333644,The Role of Inflammation and Aging in HIV-Associated Cardiovascular Risk,Not specified,HIV Infection; Cardiovascular Disease; Inflammation,Not specified,COMPLETED,ClinicalTrials.gov
NCT00946595,Evaluation of a Lopinavir/Ritonavir Monotherapy vs a Triple Therapy as Maintenance Regimens in HIV-1 Infected Patients,efavirenz/emtricitabin/tenofovir; lopinavir/ritonavir,HIV Infections,"PHASE2, PHASE3",COMPLETED,ClinicalTrials.gov
NCT01187602,Short Non-coding RNA Biomarkers of Predisposition to Ovarian Cancer,Not specified,Ovarian Cancer,Not specified,UNKNOWN,ClinicalTrials.gov
NCT06717295,The CCANED-CIPHER Study: Early Cancer Detection and Treatment Response Monitoring Using AI-Based Platelet and Immune Cell Transcriptomic Profiling,DiNanoQ: A multi-cancer early detection (MCED) blood test; DiNanoTrack: Therapeutic Response Monitoring Blood Test,"Brest Cancer; Lung Cancer (NSCLC); Pancreatic Cancer, Adult; Prostate Cancers; Ovarian Cancer; Colorectal Cancer; Glioblastoma (GBM); Liver Carcinoma",Not specified,RECRUITING,ClinicalTrials.gov
NCT04199819,Detecting Occult HBV Infection in Liver Donors Positive for Antibody to Hepatitis B Core Antigen (Anti-HBc),entecavir,Occult Hepatitis B; Liver Transplant; Complications,NA,UNKNOWN,ClinicalTrials.gov
NCT00005918,Effectiveness and Safety of Two Forms of Stavudine in HIV-Infected Patients,Efavirenz; Lamivudine; Stavudine,HIV Infections,PHASE3,COMPLETED,ClinicalTrials.gov
NCT02422797,Regimen Switch to Dolutegravir + Rilpivirine From Current Antiretroviral Regimen in Human Immunodeficiency Virus Type 1 Infected and Virologically Suppressed Adults (SWORD-2),DTG 50 mg; RPV 25 mg; CAR,HIV Infections,PHASE3,COMPLETED,ClinicalTrials.gov
NCT01986595,A Pilot Study on ALK Gene Mutations in Neuroblastoma,Not specified,Neuroblastoma,Not specified,UNKNOWN,ClinicalTrials.gov
NCT06473740,The Endovascular Plus GENe Therapy Versus Only EndoVascular Therapy for Severe Limb ischaemiA Trial,Deoxyribonucleic acid supercoiled plasmid pCMV-VEGF165 (Neovasculgen),Severe Lower Limb Ischemia,PHASE4,RECRUITING,ClinicalTrials.gov
NCT00008866,"Effectiveness of Early or Delayed Addition of Hydroxyurea to a Three-Drug Anti-HIV Drug Combination Including Didanosine, in Advanced HIV Patients Who Failed a First or Second Anti-HIV Triple-Drug Therapy",Tetanus Toxoid Vaccine; Hydroxyurea; Didanosine,HIV Infections,PHASE2,WITHDRAWN,ClinicalTrials.gov
NCT04471961,Analyse of Tumour and Constitutional DNA for the Study of the Determinism in Child Neoplasia,Exome sequencing in pediatrics cancers,"Pediatric Tumor; Familial Cancer; Solid Tumor, Childhood; Hematological Tumor",NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00725842,Relapse Rate in Hepatitis C Patients Treated With Peginterferon Alfa-2b Plus Ribavirin in Common Clinical Practice in France (P05484)(Completed),Peg-IFN alfa-2b; Ribavirin,"Hepatitis C; Hepatitis C, Chronic",Not specified,TERMINATED,ClinicalTrials.gov
NCT03418480,HARE-40: HPV Anti-CD40 RNA vaccinE,BNT113,Human Papilloma Virus Related Carcinoma; Head and Neck Neoplasm; Cervical Neoplasm; Penile Neoplasms Malignant; Unknown Primary Tumors,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT02641379,A Study of Peginterferon Alfa-2a (Pegasys) When Administered in Combination With Ribavirin in Patients With Chronic Hepatitis C (CHC),Peginterferon alfa-2a; Ribavirin,"Hepatitis C, Chronic",PHASE4,COMPLETED,ClinicalTrials.gov
NCT05202561,A Study of RNA Tumor Vaccine in Patients With Advanced Solid Tumors,RNA tumor vaccine; RNA tumor vaccine+Navuliumab,Advanced Solid Tumor,PHASE1,UNKNOWN,ClinicalTrials.gov
NCT01077310,Alcohol Pharmacotherapy for HIV+ Prisoners,Vivitrol- Intramuscular naltrexone (depot-formulation); Placebo,Alcohol Dependence; Problem Drinking; Hazardous Drinking; Human Immunodeficiency Virus; AIDS,NA,COMPLETED,ClinicalTrials.gov
NCT04609423,Cod Liver Oil for Covid-19 Prevention Study,Cod liver oil; Corn oil (placebo),Covid-19; Respiratory Tract Infections,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01230580,Protease Inhibitor Monotherapy Versus Ongoing Triple-therapy in the Long Term Management of HIV Infection (PIVOT),Protease Inhibitor; Standard-of-care Antiretroviral therapy,HIV Infection; Acquired Immunodeficiency Syndrome,PHASE4,UNKNOWN,ClinicalTrials.gov
NCT05987189,Diagnostic Performance of Small RNA Blood Test in Patients Undergoing Follow-up Imaging After Positive Low Dose CT Screening for Cancer of the Lung,miLungDx,Lung Cancer,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00909350,Micro-RNA (miR) Expression in Upper Gastrointestinal Mucosal Tissue,Not specified,Barrett's Esophagus; Esophageal Adenocarcinoma,Not specified,COMPLETED,ClinicalTrials.gov
NCT06079827,Impact of Therapeutic Plasma Exchange on RNA Biomarker Expression Levels in Alzheimer's Patients,Not specified,Alzheimer Disease,Not specified,UNKNOWN,ClinicalTrials.gov
NCT02339337,A Pilot Study To Evaluate the Efficacy of Response Guided Therapy of Peginterferon Alfa Plus Ribavirin in the Treatment of Patients With HCV/HBV Co-Infection,Abbreviation of treatment duration,HBV/HCV Co-infection,PHASE4,COMPLETED,ClinicalTrials.gov
NCT03546751,Extracellular microRNA: Biomarkers of Endothelial Dysfunction in Obese Adolescents & Adults With Obstructive Sleep Apnea,Continuous Positive Airway Pressure; Diet And Exercise,Obstructive Sleep Apnea,NA,UNKNOWN,ClinicalTrials.gov
NCT02761005,Eradication of H. Pylori Therapy Individualized by the Mutation of 23S rRNA of H. Pylori,Eradication of H. pylori,H. Pylori Infection,PHASE2,UNKNOWN,ClinicalTrials.gov
NCT01390844,Safety and Efficacy of Boceprevir in Asia Pacific Participants With Chronic Hepatitis C Genotype 1 (P07063),Boceprevir (BOC); Placebo to boceprevir; Peginterferon alfa-2b (PEG); Ribavirin (RBV); Cross-Over Boceprevir Treatment,"Hepatitis C, Chronic",PHASE3,COMPLETED,ClinicalTrials.gov
NCT03949764,The Kentucky Viral Hepatitis Treatment Study,Sofosbuvir/velpatasvir (Epclusa®),Hepatitis C; Opioid-Related Disorders; Injection Drug Use,PHASE4,COMPLETED,ClinicalTrials.gov
NCT05713136,The National Australian HCV Point-of-Care Testing Program - HCV Antibody Testing Minimal Dataset,Diagnostic Test: Point-of-Care Testing,Hepatitis C,Not specified,RECRUITING,ClinicalTrials.gov
NCT06829771,Clinical Trial of TQB2825 Injection Combined Immunochemotherapy in Subjects With Diffuse Large B Cell Lymphoma,TQB2825 injection +R-CHOP regimen; TQB2825 injection + GemOx,Diffuse Large B Cell Lymphoma,"PHASE1, PHASE2",RECRUITING,ClinicalTrials.gov
NCT06507787,Evaluation of the Impact of the EDIT-B® Blood Test on the Health Status of Patients Presenting a Major Depressive Episode. Clinical Utility and Medico-Economic Aspects,EDIT-B test; EDIT-B test (without giving result),Bipolar Disorder; Major Depressive Disorder,NA,RECRUITING,ClinicalTrials.gov
NCT00954993,Pharmacokinetics of Vaniprevir (MK-7009) and Hepatitis C Virus RNA Levels After Vaniprevir Treatment (MK-7009-029),Vaniprevir,Chronic Hepatitis C Infection,PHASE1,TERMINATED,ClinicalTrials.gov
NCT02337985,Gene Therapy and Combination Chemotherapy in Treating Patients With AIDS-Related Non-Hodgkin Lymphoma,Prednisone; Rituximab; Etoposide; Doxorubicin Hydrochloride; Vincristine Sulfate; Cyclophosphamide; Filgrastim; Lentivirus Vector rHIV7-shI-TAR-CCR5RZ-transduced Hematopoietic Stem/Progenitor Cells,AIDS-Related Burkitt Lymphoma; AIDS-Related Diffuse Large B-cell Lymphoma; AIDS-Related Plasmablastic Lymphoma; AIDS-Related Primary Effusion Lymphoma; HIV Infection; AIDS Related Non-Hodgkin Lymphoma,PHASE1,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00602082,Capecitabine and Streptozocin With or Without Cisplatin in Treating Patients With Unresectable or Metastatic Neuroendocrine Tumors,capecitabine; cisplatin; streptozocin; DNA analysis; RNA analysis; protein analysis; proteomic profiling; laboratory biomarker analysis,Gastrointestinal Carcinoid Tumor; Islet Cell Tumor,PHASE2,COMPLETED,ClinicalTrials.gov
NCT03707080,Direct Acting Antiviral-Post Authorization Safety Study,Not specified,Hepatitis C; Hepatocellular Carcinoma,Not specified,COMPLETED,ClinicalTrials.gov
NCT07108348,ADAR1 Expression Level in Rectal Cancer,Adenosine deaminase acting on RNA1,"Rectum Cancer, Adenocarcinoma",Not specified,RECRUITING,ClinicalTrials.gov
NCT01779518,Expanded Access Program of Sofosbuvir With Ribavirin and With or Without Pegylated Interferon in Aggressive Post-transplant Hepatitis C,Sofosbuvir; Ribavirin; Pegylated Interferon,Post-transplant Hepatitis C,Not specified,APPROVED_FOR_MARKETING,ClinicalTrials.gov
NCT01355393,Vaccine Therapy in Combination With Rintatolimod and/or Sargramostim in Treating Patients With Stage II-IV HER2-Positive Breast Cancer,HER-2/neu peptide vaccine; sargramostim; rintatolimod,HER2-positive Breast Cancer; Male Breast Cancer; Recurrent Breast Cancer; Stage II Breast Cancer; Stage IIIA Breast Cancer; Stage IIIB Breast Cancer; Stage IIIC Breast Cancer; Stage IV Breast Cancer,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT02823184,Endoplasmic Reticulum Stress and Resistance to Treatments in Ph-negative Myeloproliferative Neoplasms,RNA sample of total leukocytes before start of treatment,Polycythemia Vera; Essential Thrombocythemia,Not specified,COMPLETED,ClinicalTrials.gov
NCT00423670,Safety and Efficacy of SCH 503034 in Previously Untreated Subjects With Chronic Hepatitis C Infected With Genotype 1 (Study P03523),boceprevir (SCH 503034); peginterferon-alfa 2b (PegIntron); ribavirin; ribavirin (low-dose),Chronic Hepatitis C,PHASE2,COMPLETED,ClinicalTrials.gov
NCT01121705,Efficacy Study of New Therapeutic Schedules in Naive Hepatitis C Virus (HCV) Patients Infected With Genotype 3 (HCV-3),Peg Interferon alpha2b + Ribavirin,Chronic Hepatitis,PHASE3,COMPLETED,ClinicalTrials.gov
NCT04664075,Predicting Severity and Disease Progression in Influenza-like Illness (Including COVID-19),Respiratory infections,"Influenza; SARS (Severe Acute Respiratory Syndrome); Respiratory Viral Infection; Respiratory Tract Infections; Infection, Bacterial; Infection Viral; Covid19; RNA Virus Infections",Not specified,TERMINATED,ClinicalTrials.gov
NCT04067882,Validation of the Genetic Signature 354849 as a Prognostic Method,Genetic signature,Cervix Cancer,Not specified,UNKNOWN,ClinicalTrials.gov
NCT05111249,A Dose Range Finding Study With Open-Label Extension to Evaluate the Safety of Oral LMI070/Branaplam in Early Manifest Huntington's Disease,Branaplam; Placebo,Early Manifest Huntington Disease,PHASE2,TERMINATED,ClinicalTrials.gov
NCT00000892,A Study of Several Anti-HIV Drug Combinations in HIV-Infected Patients Who Have Used Indinavir,Ritonavir; Nelfinavir mesylate; Levocarnitine; Adefovir dipivoxil; Saquinavir; Delavirdine mesylate,HIV Infections,NA,COMPLETED,ClinicalTrials.gov
NCT00893711,Lactobacillus Reuteri Versus Placebo in the Treatment and Prevention of Infantile Colic,Lactobacillus reuteri DSM 17938; Placebo; L.reuteri + Vit D; Vit D placebo,Infantile Colic,NA,UNKNOWN,ClinicalTrials.gov
NCT04837547,PEACH TRIAL- Precision Medicine and Adoptive Cellular Therapy,Tumor-specific ex vivo expanded autologous lymphocyte transfer (TTRNA-xALT),Neuroblastoma; Diffuse Intrinsic Pontine Glioma,PHASE1,RECRUITING,ClinicalTrials.gov
NCT01355965,Autologous Redirected RNA Meso-CIR T Cells,Autologous T cells,Malignant Pleural Mesothelioma,PHASE1,COMPLETED,ClinicalTrials.gov
NCT01290965,"Safety, PK and Efficacy of 15 Days of SCY-635 Treatment in Hepatitis C Patients",Placebo; SCY-635,Chronic Hepatitis C,PHASE1,COMPLETED,ClinicalTrials.gov
NCT00013663,Immune Therapies and Anti-HIV Therapy Withdrawal in Controlling Viral Load,"ALVAC(2)120(B,MN)GNP (vCP1452); Aldesleukin",HIV Infections,PHASE2,COMPLETED,ClinicalTrials.gov
NCT04373928,Personalized Precision Diagnosis and Treatment of Pancreatic Cancer,Drug guided by Mini-PDX/PDX,Pancreatic Cancer,NA,UNKNOWN,ClinicalTrials.gov
NCT06952036,The Epidemic Status and Development Trend of Hepatitis C Virus Infection in Pregnant Women in Xi'an,Standard Direct-acting antivirals (DAA) treatment procedures for patients with hepatitis C,HCV Infection; HCV Elimination,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT03429816,OPPOSITE: Outcome Prediction of Systemic Treatment in Esophagogastric Carcinoma,Biopsy,Gastric Neoplasm; Gastroesophageal Junction Adenocarcinoma; Esophageal Adenocarcinoma; Gastric Adenocarcinoma; Esophageal Neoplasms,NA,COMPLETED,ClinicalTrials.gov
NCT01781754,Changes in Mitochondrial Uncoupling Protein 2 (UCP2) Messenger RNA(mRNA) in Type 2 Diabetes (T2DM) Patients,Blood withdrawal,Diabetes,Not specified,UNKNOWN,ClinicalTrials.gov
